cell id,Number,Slice,Date,Sample,Mouse,Mouse date of birth,Mouse age,Mouse gender,Mouse genotype,Targeted layer,Inferred layer,Cre,Exon reads,Intron reads,Intergenic reads,Sequencing batch,Number of genes detected,RNA family,RNA type,RNA type confidence,RNA type top-3,ALM/VISp top-3,Length (bp),Yield (pg/µl),User,Hold Time (min),Soma depth (µm),Soma depth (4x),Cortical thickness (4x),Cortical thickness (µm),Traced,Exclusion reasons
20180306_sample_2,92,20180306_slice_2,2018-03-06,sample 2,mouse_YMIOM,2018-01-10,55,M,Pvalb-Cre/wt; Ai9/wt,2/3,2/3,PV-,197918,281264,68680,2,8476,IT,L2/3 IT_3,0.8,"L2/3 IT_3 (79.9%), L4/5 IT_1 (15.3%)","L2/3 IT VISp Agmat (50.0%), L2/3 IT VISp Rrad (43.0%), L4 IT VISp Rspo1 (5.0%)",1970,88.74,Fede,20.0,309.8,116.0,638.8,1763.088,y,0
20180306_sample_3,93,20180306_slice_3,2018-03-06,sample 3,mouse_YMIOM,2018-01-10,55,M,Pvalb-Cre/wt; Ai9/wt,2/3,2/3,PV-,194754,297420,86657,2,6288,IT,L2/3 IT_3,0.79,"L2/3 IT_3 (79.4%), L5 IT_3 (5.7%), L4/5 IT_1 (3.1%)","L2/3 IT VISp Agmat (76.0%), L4 IT VISp Rspo1 (19.0%)",2030,62.67,Fede,9.0,275.8,110.5,578.9,1597.764,y,0
20180306_sample_5,94,20180306_slice_5,2018-03-06,sample 5,mouse_YMIOM,2018-01-10,55,M,Pvalb-Cre/wt; Ai9/wt,2/3,2/3,PV-,332635,282167,49452,3,7406,IT,L2/3 IT_3,0.93,"L2/3 IT_3 (93.3%), L4/5 IT_1 (4.3%)","L2/3 IT VISp Rrad (62.0%), L2/3 IT VISp Agmat (36.0%)",1608,76.47,Fede,45.0,279.5,102.1,544.4,1502.544,y,0
20180309_sample_4,95,20180309_slice_4,2018-03-09,sample 4,mouse_AYGIX,2018-01-10,58,M,Pvalb-Cre/wt; Ai9/wt,2/3,5,PV-,315645,500355,110850,2,4578,IT,L5 IT_1,0.6,"L5 IT_1 (59.9%), L4/5 IT_2 (26.1%), L5 IT_2 (3.9%)","L4 IT VISp Rspo1 (82.0%), L5 IT ALM Lypd1 Gpr88 (17.0%)",2181,61.12,Matteo,10.0,457.8,183.9,541.4,1494.264,y,0
20180309_sample_6,96,20180309_slice_6,2018-03-09,sample 6,mouse_AYGIX,2018-01-10,58,M,Pvalb-Cre/wt; Ai9/wt,2/3,2/3,PV-,802418,1184210,285395,2,8798,IT,L5 IT_1,0.75,"L5 IT_1 (74.7%), L4/5 IT_2 (17.0%), L6 IT_1 (2.1%)","L4 IT VISp Rspo1 (72.0%), L5 IT ALM Tmem163 Arhgap25 (13.0%), L5 IT VISp Hsd11b1 Endou (7.0%)",2412,123.89,Fede,11.0,335.1,120.4,538.3,1485.708,y,0
20180313_sample_2,100,20180313_slice_2,2018-03-13,sample 2,mouse_ALHXK,2018-01-23,49,M,wt/wt,2/3,2/3,WT,531378,600187,105124,2,11900,ET,L5 ET_1,1.0,L5 ET_1 (100.0%),L5 PT ALM Slco2a1 (97.0%),1896,261.01,Fede,10.0,309.6,112.2,612.9,1691.604,y,0
20180313_sample_3,101,20180313_slice_3,2018-03-13,sample 3,mouse_ALHXK,2018-01-23,49,M,wt/wt,2/3,2/3,WT,345625,628534,117480,2,12111,ET,L5 ET_1,0.98,L5 ET_1 (98.1%),L5 PT ALM Slco2a1 (99.0%),2488,163.61,Fede,10.0,297.4,108.1,553.2,1526.832,y,0
20180313_sample_7,102,20180313_slice_7,2018-03-13,sample 7,mouse_SQHCC,2018-01-23,49,M,wt/wt,2/3,2/3,WT,172357,185948,96095,2,7975,IT,L2/3 IT_3,0.89,"L2/3 IT_3 (88.6%), L4/5 IT_1 (8.3%)","L2/3 IT VISp Agmat (89.0%), L4 IT VISp Rspo1 (11.0%)",1544,648.87,Fede,10.0,222.6,74.8,531.7,1467.492,y,0
20180315_sample_2,106,20180315_slice_2,2018-03-15,sample 2,mouse_AEJGZ,2018-01-23,51,M,wt/wt,2/3,2/3,WT,803339,82766,84780,2,4478,low quality,0,0.0,0,0,1540,80.71,Matteo,9.0,298.7,109.6,538.2,1485.432,y,0
20180315_sample_5,107,20180315_slice_5,2018-03-15,sample 5,mouse_AEJGZ,2018-01-23,51,M,wt/wt,2/3,2/3,WT,1757112,198687,86215,2,8963,IT,L2/3 IT_3,0.77,"L2/3 IT_3 (77.1%), L2/3 IT_2 (10.7%), L4/5 IT_2 (8.3%)","L2/3 IT ALM Macc1 Lrg1 (79.0%), L2/3 IT VISp Agmat (20.0%)",2183,126.36,Fede,12.0,345.9,115.9,533.4,1472.184,y,0
20180321_sample_3,110,20180321_slice_3,2018-03-21,sample 3,mouse_IGIHL,2018-02-02,47,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,294186,456715,84597,2,10772,IT,L4/5 IT_2,0.94,"L4/5 IT_2 (94.4%), L5 ET_2 (4.4%)","L5 IT ALM Lypd1 Gpr88 (52.0%), L5 IT ALM Tmem163 Dmrtb1 (48.0%)",1750,503.87,Fede,15.0,895.4,316.8,589.9,1628.124,y,0
20180321_sample_8,112,20180321_slice_8,2018-03-21,sample 8,mouse_IGIHL,2018-02-02,47,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,406527,371893,186096,2,7371,ET,L5 ET_1,0.74,"L5 ET_1 (73.7%), L5 ET_4 (5.6%), L6 CT Grp (5.6%)",L5 PT ALM Slco2a1 (97.0%),1552,533.13,Matteo,18.0,740.4,264.4,519.9,1434.924,y,0
20180322_sample_2,115,20180322_slice_2,2018-03-22,sample 2,mouse_BAPWW,2018-01-23,58,M,wt/wt,2/3,2/3,WT,348196,282062,49099,2,10355,IT,L2/3 IT_2,0.54,"L2/3 IT_2 (53.7%), L2/3 IT_3 (42.6%)","L2/3 IT ALM Sla (79.0%), L2/3 IT VISp Rrad (9.0%), L2/3 IT VISp Agmat (8.0%)",1623,493.48,Matteo,12.0,215.3,74.3,616.3,1700.988,y,0
20180322_sample_5,118,20180322_slice_5,2018-03-22,sample 5,mouse_BAPWW,2018-01-23,58,M,wt/wt,5,5,WT,1125610,1685586,269638,2,12068,IT,L5 IT_1,0.97,L5 IT_1 (96.6%),L5 IT ALM Cpa6 Gpr88 (96.0%),1965,339.38,Fede,15.0,602.6,221.4,513.5,1417.26,y,0
20180322_sample_6,119,20180322_slice_6,2018-03-22,sample 6,mouse_BAPWW,2018-01-23,58,M,wt/wt,5,6,WT,1169600,1141824,190785,2,11234,ET,L5 ET_1,1.0,L5 ET_1 (100.0%),L5 PT ALM Slco2a1 (100.0%),2081,216.8,Matteo,10.0,1056.5,357.5,511.8,1412.568,y,0
20180327_sample_1,121,20180327_slice_1,2018-03-27,sample 1,mouse_XECLH,2018-01-22,64,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,2258088,2552396,433759,2,14396,Pvalb,Pvalb Il1rapl2,0.93,"Pvalb Il1rapl2 (93.0%), Pvalb Gpr149 (2.9%)",Pvalb Tpbg (100.0%),2347,199.59,Fede,35.0,596,220.9,509.5,1406.22,y,0
20180327_sample_3,123,20180327_slice_3,2018-03-27,sample 3,mouse_XECLH,2018-01-22,64,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV-,1623833,2423781,364624,2,14080,IT,L5 IT_1,0.96,L5 IT_1 (96.1%),"L5 IT ALM Cpa6 Gpr88 (45.0%), L5 IT ALM Lypd1 Gpr88 (37.0%), L5 IT VISp Col27a1 (7.0%)",2126,761.75,Fede,45.0,795.5,292.9,582.1,1606.596,y,0
20180327_sample_4,124,20180327_slice_4,2018-03-27,sample 4,mouse_XECLH,2018-01-22,64,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,1556053,1110834,231775,2,10363,Pvalb,Pvalb Reln,0.69,"Pvalb Reln (69.4%), Pvalb Kank4 (22.9%), Pvalb Gpr149 (5.1%)","Pvalb Reln Itm2a (91.0%), Pvalb Sema3e Kank4 (5.0%)",2146,170.38,Matteo,48.0,753.7,272.7,529.0,1460.04,y,0
20180327_sample_5,125,20180327_slice_5,2018-03-27,sample 5,mouse_XECLH,2018-01-22,64,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,1612082,1067086,204857,2,12212,Pvalb,Pvalb Gpr149,0.99,Pvalb Gpr149 (98.7%),Pvalb Gpr149 Islr (100.0%),2374,95.36,Fede,35.0,925.9,336.3,581.3,1604.388,y,0
20180327_sample_6,126,20180327_slice_6,2018-03-27,sample 6,mouse_XECLH,2018-01-22,64,F,Pvalb-Cre/wt; Ai9/wt,2/3,2/3,PV-,1788069,1331153,283564,2,12658,IT,L4/5 IT_2,0.98,L4/5 IT_2 (98.0%),L5 IT ALM Lypd1 Gpr88 (99.0%),2003,197.83,Fede,12.0,307.2,111.3,507.1,1399.596,y,0
20180329_sample_1,127,20180329_slice_1,2018-03-29,sample 1,mouse_VCACE,2017-11-23,126,F,wt/wt,5,5,WT,870946,1641750,262252,2,14472,IT,L5 IT_1,0.75,"L5 IT_1 (74.7%), L4/5 IT_2 (24.3%)","L5 IT ALM Lypd1 Gpr88 (84.0%), L5 IT VISp Hsd11b1 Endou (6.0%), L5 IT ALM Tmem163 Arhgap25 (6.0%)",1769,796.88,Fede,10.0,605.8,219.2,609.0,1680.84,y,0
20180329_sample_4,130,20180329_slice_4,2018-03-29,sample 4,mouse_VCACE,2017-11-23,126,F,wt/wt,5,5,WT,814601,1103393,214963,2,12970,ET,L5 ET_1,0.97,L5 ET_1 (97.1%),L5 PT ALM Slco2a1 (100.0%),2157,425.25,Matteo,12.0,790.1,279.5,590.6,1630.056,y,0
20180329_sample_5,131,20180329_slice_5,2018-03-29,sample 5,mouse_VCACE,2017-11-23,126,F,wt/wt,5,5,WT,278312,358794,57676,2,8490,IT,L2/3 IT_3,0.91,"L2/3 IT_3 (90.9%), L2/3 IT_2 (4.9%)","L2/3 IT VISp Agmat (79.0%), L2/3 IT ALM Macc1 Lrg1 (20.0%)",2061,486.76,Fede,11.0,585.9,215.3,522.6,1442.376,y,0
20180329_sample_6,132,20180329_slice_6,2018-03-29,sample 6,mouse_VCACE,2017-11-23,126,F,wt/wt,5,5,WT,1832957,2158315,346559,2,15393,IT,L5 IT_1,0.58,"L5 IT_1 (57.9%), L5 IT_3 (19.1%), L5 IT_2 (14.1%)","L2/3 IT ALM Macc1 Lrg1 (50.0%), L5 IT ALM Cpa6 Gpr88 (33.0%), L5 IT ALM Gkn1 Pcdh19 (7.0%)",2193,281.95,Fede,14.0,678.1,242.7,512.6,1414.776,y,0
20180329_sample_8,134,20180329_slice_8,2018-03-29,sample 8,mouse_VCACE,2017-11-23,126,F,wt/wt,5,5,WT,1336357,1674201,410718,2,12427,IT,L4/5 IT_2,0.98,L4/5 IT_2 (97.6%),L5 IT ALM Lypd1 Gpr88 (95.0%),1612,323.03,Matteo,20.0,567.3,217.0,522.4,1441.824,y,0
20180404_sample_2,139,20180404_slice_2,2018-04-04,sample 2,mouse_ZWNGI,2018-01-22,72,F,Pvalb-Cre/wt; Ai9/wt,2/3,2/3,PV+,2749151,1983089,229592,2,13705,Pvalb,Pvalb Reln,0.99,Pvalb Reln (99.3%),Pvalb Reln Itm2a (100.0%),2413,133.63,Matteo,35.0,431.2,160.6,635.5,1753.98,y,0
20180404_sample_5,142,20180404_slice_5,2018-04-04,sample 5,mouse_ZWNGI,2018-01-22,72,F,Pvalb-Cre/wt; Ai9/wt,6,5,PV+,1385280,1723009,351893,2,12344,Pvalb,Pvalb Kank4,0.68,"Pvalb Kank4 (67.7%), Pvalb Reln (31.3%)",Pvalb Reln Itm2a (99.0%),1739,300.7,Fede,25.0,1100.1,404.7,586.6,1619.016,y,0
20180405_sample_2,145,20180405_slice_2,2018-04-05,sample 2,mouse_OOZJM,2017-12-18,108,F,wt/wt,5,5,WT,104092,175399,29820,3,8967,IT,L4/5 IT_2,0.98,L4/5 IT_2 (98.0%),"L5 IT ALM Lypd1 Gpr88 (94.0%), L5 IT ALM Tmem163 Dmrtb1 (4.0%)",1540,693.14,Matteo,12.0,511.2,192.2,556.6,1536.216,y,0
20180405_sample_3,146,20180405_slice_3,2018-04-05,sample 3,mouse_OOZJM,2017-12-18,108,F,wt/wt,2/3,5,WT,819299,709940,139913,2,9045,IT,L4/5 IT_1,0.98,L4/5 IT_1 (98.4%),L4 IT VISp Rspo1 (97.0%),1521,248,Matteo,12.0,490.4,177.3,601.2,1659.312,y,0
20180410_sample_3,148,20180410_slice_3,2018-04-10,sample 3,mouse_SGQTD,2018-01-22,78,F,Pvalb-Cre/wt; Ai9/wt,2/3,2/3,PV-,502977,841323,145484,2,11276,IT,L2/3 IT_3,0.83,"L2/3 IT_3 (82.7%), L4/5 IT_1 (11.6%), L5 IT_3 (4.1%)","L2/3 IT ALM Macc1 Lrg1 (75.0%), L4 IT VISp Rspo1 (12.0%), L5 IT ALM Pld5 (8.0%)",1839,380.62,Fede,26.0,324.2,116.47,555.8,1534.008,y,0
20180410_sample_4,149,20180410_slice_4,2018-04-10,sample 4,mouse_SGQTD,2018-01-22,78,F,Pvalb-Cre/wt; Ai9/wt,2/3,2/3,PV-,2458835,926159,257699,2,14773,IT,L2/3 IT_3,0.69,"L2/3 IT_3 (69.0%), L2/3 IT_2 (28.7%)",L2/3 IT ALM Ptrf (100.0%),1732,638.17,Matteo,18.0,203.8,75.8,537.9,1484.604,y,0
20180410_sample_5,150,20180410_slice_5,2018-04-10,sample 5,mouse_SGQTD,2018-01-22,78,F,Pvalb-Cre/wt; Ai9/wt,2/3,2/3,PV-,3271398,1353231,349247,2,15312,IT,L2/3 IT_3,0.51,"L2/3 IT_3 (50.6%), L4/5 IT_1 (18.9%), L5 IT_3 (16.0%)",L2/3 IT ALM Macc1 Lrg1 (100.0%),1846,683.26,Fede,16.0,235.7,83.9,545.1,1504.476,y,0
20180410_sample_6,151,20180410_slice_5,2018-04-10,sample 6,mouse_SGQTD,2018-01-22,78,F,Pvalb-Cre/wt; Ai9/wt,2/3,2/3,PV-,1394395,2724683,498274,2,14952,IT,L2/3 IT_3,0.78,"L2/3 IT_3 (77.7%), L2/3 IT_2 (22.3%)","L2/3 IT VISp Agmat (86.0%), L2/3 IT ALM Ptrf (11.0%)",1546,413.04,Fede,10.0,340.3,123.9,545.1,1504.476,y,0
20180410_sample_9,152,20180410_slice_7,2018-04-10,sample 9,mouse_SGQTD,2018-01-22,78,F,Pvalb-Cre/wt; Ai9/wt,2/3,2/3,PV+,1378124,1169093,218078,2,12393,Pvalb,Pvalb Il1rapl2,0.69,"Pvalb Il1rapl2 (69.0%), Pvalb Reln (25.1%), Pvalb Kank4 (3.7%)","Pvalb Reln Itm2a (90.0%), Pvalb Tpbg (10.0%)",1757,403.23,Fede,30.0,229.4,83.4,569.0,1570.44,y,0
20180411_sample_1,153,20180411_slice_1,2018-04-11,sample 1,mouse_EWGMO,2018-01-22,79,F,Pvalb-Cre/wt; Ai9/wt,2/3,2/3,PV-,953472,632037,80698,2,11393,IT,L2/3 IT_3,0.88,"L2/3 IT_3 (87.6%), L5 ET_2 (4.9%), L4/5 IT_2 (2.4%)","L2/3 IT VISp Agmat (94.0%), L2/3 IT VISp Rrad (5.0%)",2337,278.07,Fede,16.0,243.6,88.6,629.2,1736.592,y,0
20180411_sample_4,155,20180411_slice_4,2018-04-11,sample 4,mouse_EWGMO,2018-01-22,79,F,Pvalb-Cre/wt; Ai9/wt,5,2/3,PV+,2174429,1090494,220461,2,12639,Pvalb,Pvalb Reln,0.61,"Pvalb Reln (60.9%), Pvalb Il1rapl2 (19.6%), Pvalb Kank4 (10.6%)","Pvalb Reln Tac1 (49.0%), Pvalb Reln Itm2a (35.0%), Pvalb Tpbg (16.0%)",1841,303.87,Matteo,27.0,447.8,165.4,610.1,1683.876,y,0
20180411_sample_5,156,20180411_slice_5,2018-04-11,sample 5,mouse_EWGMO,2018-01-22,79,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,499070,194685,50679,3,11349,Pvalb,Pvalb Reln,0.97,Pvalb Reln (96.7%),Pvalb Reln Itm2a (100.0%),1958,402.18,Fede,25.0,576.1,199.9,635.2,1753.152,y,0
20180412_sample_4,160,20180412_slice_4,2018-04-12,sample 4,mouse_KDMGS,2017-12-18,115,F,wt/wt,2/3,2/3,WT,904182,489660,110704,2,9105,IT,L2/3 IT_3,0.94,"L2/3 IT_3 (93.6%), L4/5 IT_1 (3.1%)","L2/3 IT ALM Macc1 Lrg1 (68.0%), L2/3 IT VISp Agmat (32.0%)",2189,110.11,Matteo,12.0,252,90.3,534.7,1475.772,y,0
20180412_sample_7,161,20180412_slice_7,2018-04-12,sample 7,mouse_KDMGS,2017-12-18,115,F,wt/wt,2/3,5,WT,2176055,652586,268439,2,13332,IT,L4/5 IT_2,0.59,"L4/5 IT_2 (59.1%), L5 IT_1 (38.9%)","L5 IT ALM Tmem163 Dmrtb1 (86.0%), L5 IT ALM Tmem163 Arhgap25 (14.0%)",1995,305.33,Fede,12.0,572.4,206.2,518.1,1429.956,y,0
20180413_sample_4,164,20180413_slice_4,2018-04-13,sample 4,mouse_VBJMY,2017-11-27,137,F,wt/wt,2/3,2/3,WT,1324001,1087552,231943,2,12825,IT,L2/3 IT_3,0.9,"L2/3 IT_3 (90.4%), L5 ET_1 (2.4%), L5 ET_2 (2.0%)","L2/3 IT ALM Macc1 Lrg1 (49.0%), L2/3 IT VISp Agmat (47.0%)",1776,386.19,Matteo,10.0,345.5,122.6,634.7,1751.772,y,0
20180417_sample_1,165,20180417_slice_1,2018-04-17,sample 1,mouse_UFLLT,2017-09-26,203,M,Viaat-Cre/wt; Ai9/wt,2/3,2/3,VIAAT+,377558,373697,45810,3,6459,Vip,Vip Sncg,1.0,Vip Sncg (99.6%),Vip Col15a1 Pde1a (99.0%),2434,39.96,Fede,15.0,137.4,53.0,483.0,1333.08,y,0
20180417_sample_3,167,20180417_slice_3,2018-04-17,sample 3,mouse_UFLLT,2017-09-26,203,M,Viaat-Cre/wt; Ai9/wt,2/3,2/3,VIAAT-,275774,404159,69786,2,6640,IT,L4/5 IT_2,0.85,"L4/5 IT_2 (84.9%), L4/5 IT_1 (9.1%), L5 ET_2 (1.9%)","L5 IT ALM Lypd1 Gpr88 (64.0%), L4 IT VISp Rspo1 (36.0%)",1802,105.77,Fede,23.0,218.6,79.6,562.2,1551.672,y,0
20180424_sample_2,183,20180424_slice_2,2018-04-24,sample 2,mouse_MICGF,2018-01-26,88,F,wt/wt,2/3,2/3,WT,1795115,1638737,314617,2,11933,IT,L2/3 IT_3,0.92,"L2/3 IT_3 (92.3%), L4/5 IT_1 (5.0%)","L2/3 IT ALM Macc1 Lrg1 (55.0%), L2/3 IT VISp Agmat (41.0%)",1633,426.47,Fede,10.0,207.4,72.2,661.7,1826.292,y,0
20180424_sample_3,184,20180424_slice_3,2018-04-24,sample 3,mouse_MICGF,2018-01-26,88,F,wt/wt,2/3,2/3,WT,1048724,1165612,177348,2,11465,IT,L2/3 IT_3,0.97,L2/3 IT_3 (96.9%),"L2/3 IT VISp Agmat (57.0%), L2/3 IT VISp Rrad (41.0%)",1966,342.61,Fede,10.0,272.5,96.1,638.7,1762.812,y,0
20180425_sample_2,186,20180425_slice_2,2018-04-25,sample 2,mouse_HIEAS,2018-01-26,89,M,wt/wt,2/3,2/3,WT,601260,691169,102112,2,11334,IT,L2/3 IT_3,1.0,L2/3 IT_3 (99.7%),"L2/3 IT VISp Agmat (89.0%), L2/3 IT VISp Rrad (11.0%)",1673,385.68,Fede,20.0,327.8,117.5,568.6,1569.336,y,0
20180425_sample_9,192,20180425_slice_8,2018-04-25,sample 9,mouse_HIEAS,2018-01-26,89,M,wt/wt,2/3,2/3,WT,838054,673736,144532,2,12617,IT,L2/3 IT_3,0.86,"L2/3 IT_3 (85.6%), L5 ET_2 (6.9%), L5 ET_1 (3.0%)","L2/3 IT VISp Rrad (47.0%), Microglia Siglech (34.0%), L2/3 IT VISp Agmat (17.0%)",1990,450.87,Fede,10.0,278.9,100.5,602.4,1662.624,y,0
20180426_sample_3,194,20180426_slice_3,2018-04-26,sample 3,mouse_JLXOV,2018-01-23,93,M,wt/wt,2/3,2/3,WT,1006533,433936,86420,2,12416,IT,L2/3 IT_3,0.61,"L2/3 IT_3 (60.7%), L2/3 IT_2 (20.6%), L4/5 IT_2 (8.0%)","L2/3 IT VISp Adamts2 (93.0%), L2/3 IT VISp Agmat (4.0%)",1632,451.65,Fede,10.0,318.2,119.9,579.4,1599.144,y,0
20180426_sample_7,197,20180426_slice_7,2018-04-26,sample 7,mouse_JLXOV,2018-01-23,93,M,wt/wt,5,5,WT,958166,1030555,171891,2,10046,IT,L4/5 IT_2,0.98,L4/5 IT_2 (98.4%),"L5 IT ALM Lypd1 Gpr88 (62.0%), L5 IT ALM Tmem163 Dmrtb1 (30.0%), L5 IT VISp Hsd11b1 Endou (6.0%)",1639,120.15,Fede,10.0,617,224.2,522.7,1442.652,y,0
20180501_sample_2,199,20180501_slice_2,2018-05-01,sample 2,mouse_XITQQ,2018-01-23,98,M,wt/wt,2/3,2/3,WT,186776,276703,39385,3,7638,IT,L2/3 IT_3,0.94,"L2/3 IT_3 (93.7%), L2/3 IT_2 (1.6%)","L2/3 IT VISp Rrad (73.0%), L2/3 IT ALM Macc1 Lrg1 (15.0%), L2/3 IT VISp Agmat (10.0%)",1507,399.11,Matteo,13.0,316.7,119.0,533.2,1471.632,y,0
20180501_sample_4,201,20180501_slice_4,2018-05-01,sample 4,mouse_XITQQ,2018-01-23,98,M,wt/wt,2/3,2/3,WT,388240,435814,81761,3,7093,IT,L2/3 IT_3,0.89,"L2/3 IT_3 (89.1%), L2/3 IT_2 (4.6%), L5 IT_3 (1.1%)","L2/3 IT VISp Agmat (63.0%), L2/3 IT VISp Rrad (33.0%)",1521,146.68,Matteo,10.0,262.7,95.3,579.6,1599.696,y,0
20180501_sample_5,202,20180501_slice_5,2018-05-01,sample 5,mouse_XITQQ,2018-01-23,98,M,wt/wt,2/3,2/3,WT,450111,528804,78660,3,9789,IT,L2/3 IT_3,0.98,L2/3 IT_3 (98.4%),"L2/3 IT VISp Rrad (42.0%), L2/3 IT VISp Agmat (32.0%), L2/3 IT ALM Macc1 Lrg1 (25.0%)",1505,377.25,Fede,15.0,351.8,127.8,578.9,1597.764,y,0
20180502_sample_3,208,20180502_slice_3,2018-05-02,sample 3,mouse_ZTLGB,2018-02-05,86,M,wt/wt,5,5,WT,1205135,729151,147191,3,14420,IT,L4/5 IT_2,0.99,L4/5 IT_2 (98.7%),L5 IT ALM Tmem163 Dmrtb1 (100.0%),2110,679.87,Fede,10.0,537.8,194.3,515.0,1421.4,y,0
20180508_sample_3,212,20180508_slice_3,2018-05-08,sample 3,mouse_CQEQX,2017-11-23,166,F,wt/wt,2/3,2/3,WT,600984,21385,47442,3,4508,IT,L2/3 IT_3,0.67,"L2/3 IT_3 (67.0%), L2/3 IT_2 (8.9%), L6 CT Grp (7.1%)","L2/3 IT VISp Agmat (89.0%), L2/3 IT ALM Ptrf (7.0%)",1729,16.14,Fede,10.0,220.7,81.9,577.4,1593.624,y,0
20180509_sample_1,214,20180509_slice_1,2018-05-09,sample 1,mouse_QQBBV,2018-02-15,83,M,wt/wt,2/3,2/3,WT,903525,110155,131703,3,5791,low quality,0,0.0,0,0,1768,42.96,Fede,10.0,275,98.1,505.1,1394.076,y,0
20180509_sample_3,216,20180509_slice_3,2018-05-09,sample 3,mouse_QQBBV,2018-02-15,83,M,wt/wt,2/3,2/3,WT,1220777,1944348,265250,3,11977,IT,L2/3 IT_3,0.93,"L2/3 IT_3 (93.1%), L4/5 IT_1 (3.6%)","L2/3 IT VISp Agmat (61.0%), L2/3 IT ALM Macc1 Lrg1 (39.0%)",1538,320.83,Fede,10.0,338.7,121.0,586.1,1617.636,y,0
20180509_sample_4,217,20180509_slice_4,2018-05-09,sample 4,mouse_QQBBV,2018-02-15,83,M,wt/wt,2/3,2/3,WT,1290001,1519967,204942,3,11904,IT,L2/3 IT_3,0.9,"L2/3 IT_3 (89.7%), L4/5 IT_1 (3.6%), L2/3 IT_2 (3.0%)","L2/3 IT ALM Macc1 Lrg1 (66.0%), L2/3 IT VISp Rrad (16.0%), L2/3 IT VISp Agmat (16.0%)",1741,188.94,Matteo,12.0,339.8,113.6,537.3,1482.948,y,0
20180509_sample_5,218,20180509_slice_3,2018-05-09,sample 5,mouse_QQBBV,2018-02-15,83,M,wt/wt,2/3,2/3,WT,1352292,1730462,287098,3,10865,IT,L2/3 IT_3,0.85,"L2/3 IT_3 (84.9%), L2/3 IT_2 (11.0%)","L2/3 IT VISp Agmat (64.0%), L2/3 IT ALM Macc1 Lrg1 (34.0%)",1668,146.92,Fede,12.0,250.5,90.7,586.1,1617.636,y,0
20180509_sample_7,219,20180509_slice_5,2018-05-09,sample 7,mouse_QQBBV,2018-02-15,83,M,wt/wt,5,5,WT,1313590,1475285,224480,3,13027,IT,L5 IT_1,0.99,L5 IT_1 (99.4%),"L5 IT ALM Tmem163 Arhgap25 (86.0%), L5 IT VISp Hsd11b1 Endou (7.0%), L5 IT VISp Batf3 (3.0%)",1511,344.77,Fede,13.0,609.4,223.2,540.5,1491.78,y,0
20180510_sample_2,221,20180510_slice_2,2018-05-10,sample 2,mouse_WEAAS,2018-02-05,94,F,wt/wt,2/3,2/3,WT,3115931,3078692,389053,3,13296,Pvalb,Pvalb Reln,1.0,Pvalb Reln (99.9%),Pvalb Reln Itm2a (100.0%),2047,384.57,Matteo,36.0,478.5,171.4,643.6,1776.336,y,0
20180510_sample_5,224,20180510_slice_5,2018-05-10,sample 5,mouse_WEAAS,2018-02-05,94,F,wt/wt,5,5,WT,877238,1728594,270210,3,12926,IT,L4/5 IT_2,0.77,"L4/5 IT_2 (76.7%), L5 IT_1 (17.9%), L5 ET_2 (2.9%)","L5 IT ALM Lypd1 Gpr88 (67.0%), L5 IT ALM Tmem163 Dmrtb1 (31.0%)",1863,454.14,Fede,10.0,489,171.3,532.2,1468.872,y,0
20180515_sample_1,226,20180515_slice_1,2018-05-15,sample 1,mouse_BULZF,2018-01-26,109,F,Pvalb-Cre/wt; Ai9/wt,2/3,2/3,PV+,209167,222517,36049,3,6777,Pvalb,Pvalb Reln,0.73,"Pvalb Reln (72.7%), Pvalb Il1rapl2 (11.7%), Pvalb Kank4 (10.7%)",Pvalb Reln Itm2a (100.0%),1523,45.02,Fede,25.0,410,150.0,649.1,1791.516,y,0
20180522_sample_4,231,20180522_slice_4,2018-05-22,sample 4,mouse_WDWKX,2018-02-05,106,M,wt/wt,5,5,WT,415128,317315,45696,3,9161,IT,L5 IT_1,0.91,"L5 IT_1 (91.4%), L5 IT_2 (5.9%)","L5 IT VISp Batf3 (42.0%), L5 IT ALM Cpa6 Gpr88 (28.0%), L5 IT ALM Gkn1 Pcdh19 (21.0%)",1515,227.08,Matteo,12.0,461.6,168.1,473.2,1306.032,y,0
20180522_sample_7,234,20180522_slice_7,2018-05-22,sample 7,mouse_WDWKX,2018-02-05,106,M,wt/wt,2/3,2/3,WT,488576,519639,82868,3,7788,IT,L2/3 IT_3,0.92,"L2/3 IT_3 (91.6%), L4/5 IT_1 (3.1%), L6 IT_1 (2.7%)",L2/3 IT VISp Agmat (96.0%),1516,94.74,Fede,10.0,260.2,93.0,550.7,1519.932,y,0
